Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,Are you currently employed?,What is the size of your current employer?,"Do you own and use a smartphone, such as Apple iPhone, Samsung Galaxie, Google phone, etc?","Overall, I am satisfied working in the organization I'm in.",This organization is a better place to work than other organizations that I've had experience with,Functions of my job that once engaged me no longer do so,I am satisfied on the professional path I am on,I perceive co-workers to be more fulfilled in their jobs than I am.,I feel depressed while at work,"If you identify as strongly agree or agree to question 9, is your depression due to factors in your personal life, professional life, or both.",I am likely to search for new opportunities of employement,"If Strongly Agree or Agree to the question above, what is your general timeline when thinking about your job search?",My time at work brings me personal satisfaction,I go above and beyond what is expected of me at work,I utilize my time at work efficiently,At times I feel fatigued and drowsy at work,"If you answered always, sometimes, or rarely to the question above, would you attribute your fatigue to any or all of the following:",At times I feel lonely,"If you answered always, sometimes, or rarely to the question above, please think about your experience with social media and click all that apply: ",X29,X30,X31,X32,X33,I find it difficult to concentrate on tasks for sustained amounts of time,I complete my tasks on time,"Compared to my peers, I feel I am less efficient at work",I receive positive feedback on the quality of my work,I feel motivated to do my job to the best of my ability,I think others have a better life than me,I feel I have depressive tendencies,"I suffer from poor sleep - either too much, too little, or irregular sleeping patterns","On a scale of 1 - 5, please rate your level of stress","If High Stress or Extremely High Stress, select all of the following symptoms that you experience",X44,X45,X46,X47,X48,X49,X50,X51,X52,I feel lonely,"On average, how many cumulative hours per day do you spend on your mobile device?",Social Media usage makes me feel less lonely,"People check their phones multiple times a day. During your 8 hour workday, please estimate the total time spent on your mobile device on tasks unrelated to work?","Apart from sleep, please estimate in total the number of hours you consciously choose NOT to use your smartphone. For example, personal care time, exercise, prayer/meditation, at work, cooking/eating, etc",I feel a constant need to check my smartphone,I want to limit my smartphone usage,"In general, how much do you feel your smartphone is a distraction while you are trying to concentrate?",My day-to-day smartphone usage enhances the quality of my life,When thinking about days off work (not related to vacation or the care of others) please estimate the number of days missed due to your health and wellness issues?,What is your gender?,What is the highest level of school you have completed or the highest degree you have received?,"In what year were you born? (enter 4-digit birth year; for example, 1976)",About how long have you been in your current position?,X67,Age,Gender,Household Income,Region,Device Type,Org_satisfaction,Better_org,still_engaged,professional_path_sat,coworkers_happier,Depressed_while_at_work,searching_new_employment,personal_satisfaction,go_above,use_time_efficient,fatigued,lonely,difficult_to_concentrate,efficiency_compared_to_peers,positive_feedback,motivated,other_better_lives,depressive_tendencies,bad_sleep,social_media_makes_lonely,feel_constant_need_to_look_at_phone,is_phone_distracting,phone_better_life,phone_at_work_time,stress_level,mobile_per_day,consciously_no_phone,house_income_midpoint
10788870296,237187931,06/10/2019 06:22:42 PM,06/10/2019 06:28:41 PM,fa8813541da8f53310bb4116cd,Yes,1000-5000,Yes,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Both,Disagree,Does not apply,Agree,Agree,Agree,Rarely,Stress,Always,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Always,Disagree,Agree,Strongly agree,Agree,Sometimes,Never,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Always,1-2 Hours,Neither agree nor disagree,0-1 Hour,5 + Hours,Agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,0,Female,Associate degree,1958,1,0,> 60,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet,4,4,3,4,3,3,2,4,4,4,2,4,3,2,4,5,4,3,1,3,4,3,3,0,2,1,5,87500
10788869832,237187931,06/10/2019 06:22:25 PM,06/10/2019 06:28:54 PM,15e180f94e8bdcace1c065a990,Yes,1000-5000,Yes,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Work Life,Agree,Considering 6 months or beyond,Neither agree nor disagree,Agree,Agree,Sometimes,Stress,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Neither agree nor disagree,Usually,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Sometimes,Sometimes,Extremely High Stress,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Sometimes,2-3 Hours,Neither agree nor disagree,1-2 Hours,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Always,Disagree,1-3,Male,Graduate degree,1964,30,6,45-60,Male,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,2,2,4,3,2,5,4,3,4,4,3,3,3,3,3,5,5,3,3,3,3,4,2,1,4,2,5,62500
10788868979,237187931,06/10/2019 06:21:55 PM,06/10/2019 06:50:03 PM,82bfc0ea8aca3895677979051e,Yes,100 people or less,Yes,Agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,NA,Strongly disagree,Does not apply,Agree,Agree,Agree,Sometimes,Diet,Sometimes,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Agree,Always,Disagree,Agree,Agree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,Feelings of anxiety,Stomache Issues,NA,NA,NA,NA,Sometimes,2-3 Hours,Agree,2-3 Hours,0-1 Hour,Strongly agree,Yes - I use it too much,Sometimes,Neither agree nor disagree,1-3,Female,Graduate degree,1987,0,2,30-44,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet,4,4,3,5,2,1,1,4,4,4,3,3,4,2,4,4,3,2,3,4,5,3,3,2,2,2,0,37500
10788868683,237187931,06/10/2019 06:21:43 PM,06/10/2019 06:21:54 PM,db5a30f47e22cb714b525fde8a,Yes,100-500,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-60,Female,"$100,000-$124,999",Pacific,iOS Phone / Tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112500
10788866122,237187931,06/10/2019 06:20:04 PM,06/10/2019 06:28:49 PM,5e2b271c90b0dd91282d5c2c52,Yes,1000-5000,Yes,Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Does not apply,Disagree,Does not apply,Agree,Agree,Agree,Rarely,Unsure / Do not know,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Disagree,Agree,Agree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Rarely,5+ Hours,Neither agree nor disagree,2-3 Hours,4-5 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Does not apply,Neither agree nor disagree,0,Male,"High school degree or equivalent (e.g., GED)",1989,3,11,30-44,Male,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,5,5,2,4,3,1,2,4,4,4,2,2,2,2,4,4,3,2,3,3,3,NA,3,2,2,5,4,37500
10788861192,237187931,06/10/2019 06:17:13 PM,06/10/2019 06:21:46 PM,a5f7633e86f43ab786401695ce,Yes,5000 +,Yes,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Does not apply,Disagree,Does not apply,Neither agree nor disagree,Strongly agree,Agree,Rarely,Diet,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Usually,Strongly disagree,Agree,Agree,Disagree,Rarely,Rarely,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Rarely,1-2 Hours,Disagree,0-1 Hour,2-3 Hours,Agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,0,Female,Associate degree,1980,4,0,30-44,Female,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,4,4,2,4,3,2,2,3,5,4,2,2,1,1,4,4,2,2,2,2,4,3,3,0,2,1,2,87500
10788860374,237187931,06/10/2019 06:16:41 PM,06/10/2019 06:17:50 PM,cb3a177b647d4336d8d43e0d68,Yes,Don't know,Yes,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Does not apply,Neither agree nor disagree,Does not apply,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,5,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10788857611,237187931,06/10/2019 06:15:05 PM,06/10/2019 06:20:14 PM,dca9a40ab958e8a7215939b5fb,Yes,100-500,Yes,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Disagree,NA,Strongly agree,NA,Strongly agree,Strongly agree,Strongly agree,Rarely,NA,Rarely,NA,NA,NA,NA,NA,NA,Agree,Always,Strongly disagree,Strongly agree,Strongly agree,Disagree,Rarely,Rarely,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,2-3 Hours,Neither agree nor disagree,0-1 Hour,3-4 Hours,Strongly agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,1-3,Female,Bachelor degree,1959,30,NA,45-60,Female,"$175,000-$199,999",Pacific,iOS Phone / Tablet,5,4,3,5,2,2,5,5,5,5,2,2,4,1,5,5,2,2,2,3,5,3,4,0,2,2,3,187500
10788853117,237187931,06/10/2019 06:12:23 PM,06/10/2019 06:16:33 PM,bb81d709147105011588f2f07c,Yes,100 people or less,Yes,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Both,Agree,Considering within next 6 months,Neither agree nor disagree,Neither agree nor disagree,Disagree,Always,Stress,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly agree,Usually,Disagree,Agree,Agree,Strongly agree,Always,Always,High Stress,Headache,NA,NA,Loss of sleep,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Rarely,4-5 Hours,Neither agree nor disagree,5 + Hours,0-1 Hour,Agree,Yes - I use it too much,Always,Agree,0,Female,Bachelor degree,1969,20,NA,45-60,Male,Prefer not to answer,East South Central,iOS Phone / Tablet,4,4,4,3,2,4,4,3,3,2,4,2,5,2,4,4,5,4,4,3,4,4,4,5,3,4,0,NA
10788852050,237187931,06/10/2019 06:11:47 PM,06/10/2019 06:16:28 PM,25f4ca875696da00190105ace6,Yes,100 people or less,Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Does not apply,Neither agree nor disagree,Do not know,Agree,Strongly agree,Agree,Sometimes,Lack of exercise,Rarely,NA,NA,Sometimes both,NA,NA,NA,Disagree,Usually,Disagree,Strongly agree,Agree,Neither agree nor disagree,Sometimes,Rarely,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,Lack of focus,NA,NA,Rarely,3-4 Hours,Disagree,0-1 Hour,4-5 Hours,Disagree,Yes - I use it too much,Sometimes,Disagree,1-3,Female,Bachelor degree,1976,0,6,30-44,Female,"$150,000-$174,999",East North Central,Android Phone / Tablet,4,4,4,4,2,2,3,4,5,4,3,2,2,2,5,4,3,3,2,2,2,3,2,0,2,3,4,162500
10788849839,237187931,06/10/2019 06:10:29 PM,06/10/2019 06:15:06 PM,f7ac9c6488b27291e7fda0b1fc,Yes,1000-5000,Yes,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Does not apply,Neither agree nor disagree,Do not know,Agree,Agree,Agree,Rarely,Lack of body movement while at work,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Neither agree nor disagree,Sometimes,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Never,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,2-3 Hours,Neither agree nor disagree,0-1 Hour,1-2 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,12 +,Female,Bachelor degree,1975,19,1,30-44,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet,5,4,3,3,2,3,3,4,4,4,2,2,3,3,4,4,3,1,3,3,3,1,4,0,2,2,1,87500
10788847065,237187931,06/10/2019 06:07:57 PM,06/10/2019 06:12:40 PM,e83dfbad2081088299f8fc034f,Yes,5000 +,Yes,Strongly agree,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Does not apply,Strongly disagree,Does not apply,Agree,Neither agree nor disagree,Disagree,Always,Lack of exercise,Sometimes,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Strongly disagree,Agree,Agree,Neither agree nor disagree,Sometimes,Sometimes,Moderate Stress,Headache,NA,NA,NA,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Sometimes,4-5 Hours,Agree,2-3 Hours,2-3 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,1-3,Female,Bachelor degree,1987,1,11,30-44,Female,"$100,000-$124,999",New England,Windows Desktop / Laptop,5,5,2,4,4,3,1,4,3,2,4,3,2,1,4,4,3,3,3,4,2,3,3,2,2,4,2,112500
10788844271,237187931,06/10/2019 06:07:14 PM,06/10/2019 06:14:29 PM,edb6e638b904e27ccaef0b9cd5,Yes,1000-5000,Yes,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Work Life,Disagree,Does not apply,Disagree,Neither agree nor disagree,Agree,Sometimes,Lack of body movement while at work,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Neither agree nor disagree,Usually,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,3-4 Hours,Disagree,2-3 Hours,3-4 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,3-5,Female,Some college but no degree,1962,20,6,45-60,Female,"$25,000-$49,999",West South Central,Windows Desktop / Laptop,3,4,4,2,4,4,2,2,3,4,3,3,3,4,4,3,3,2,3,2,2,1,3,2,2,3,3,37500
10788841493,237187931,06/10/2019 06:05:49 PM,06/10/2019 06:10:24 PM,6b0f72b13bec094af4d1698402,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,NA,Disagree,NA,Agree,Agree,Agree,Rarely,Sleep,Rarely,NA,NA,NA,NA,NA,NA,Disagree,Usually,Disagree,Strongly agree,Agree,Disagree,Never,Sometimes,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,0-1 Hour,Strongly disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Disagree,1-3,Male,Bachelor degree,1967,3,NA,45-60,Male,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,5,5,2,2,2,1,2,4,4,4,2,2,2,2,5,4,2,1,3,1,1,1,2,0,1,0,5,112500
10788839384,237187931,06/10/2019 06:04:42 PM,06/10/2019 06:09:58 PM,b5f7354963c1856df716ed7440,Yes,100-500,Yes,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Agree,Strongly agree,Agree,Sometimes,Unsure / Do not know,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Disagree,Strongly agree,Strongly agree,Disagree,Never,Sometimes,High Stress,Headache,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never,2-3 Hours,Strongly disagree,0-1 Hour,5 + Hours,Neither agree nor disagree,Yes - I use it too much,Sometimes,Neither agree nor disagree,1-3,Female,Some college but no degree,1965,31,6,45-60,Female,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,5,4,2,4,2,1,1,4,5,4,3,1,1,2,5,5,2,1,3,1,3,3,3,0,3,2,5,62500
10788837753,237187931,06/10/2019 06:03:54 PM,06/10/2019 06:09:59 PM,e4ebd989921a148b0f4abd3b04,Yes,500-1000,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Never,Unsure / Do not know,Does not apply,NA,NA,NA,Never,NA,NA,Strongly disagree,Always,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Never,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,2-3 Hours,Neither agree nor disagree,0-1 Hour,3-4 Hours,Agree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,0,Female,Graduate degree,1969,28,NA,45-60,Female,"$50,000-$74,999",West North Central,MacOS Desktop / Laptop,5,5,1,5,1,1,1,5,5,5,1,1,1,1,5,5,1,1,3,3,4,1,3,0,2,2,3,62500
10788836066,237187931,06/10/2019 06:03:13 PM,06/10/2019 06:06:37 PM,d08f7af2c62a7edf52e00ae2a0,Yes,5000 +,Yes,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,NA,Disagree,NA,Neither agree nor disagree,Strongly agree,Strongly agree,Sometimes,Stress,Never,NA,NA,NA,NA,NA,NA,Strongly disagree,Usually,Strongly disagree,Strongly agree,Strongly agree,Disagree,Rarely,Sometimes,High Stress,Headache,NA,NA,Loss of sleep,Feelings of anxiety,NA,NA,NA,NA,NA,Never,2-3 Hours,Disagree,2-3 Hours,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,0,Male,Associate degree,1976,5,NA,30-44,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,5,5,2,5,2,2,2,3,5,5,3,1,1,1,5,5,2,2,3,2,1,1,4,2,3,2,5,62500
10788835613,237187931,06/10/2019 06:02:49 PM,06/10/2019 06:11:16 PM,c4535499cc97d6b1b06d5931b2,Yes,100 people or less,Yes,Strongly agree,NA,Disagree,Strongly agree,Disagree,Disagree,Does not apply,Agree,Considering 6 months or beyond,Strongly agree,Strongly agree,Strongly agree,Always,Stress,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Usually,Disagree,Agree,Agree,Disagree,Sometimes,Always,Extremely High Stress,Headache,NA,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,NA,NA,NA,Never,2-3 Hours,Strongly disagree,1-2 Hours,5 + Hours,Strongly disagree,"Actually, I need to learn to use it more",Unsure,Neither agree nor disagree,1-3,Female,Some college but no degree,1975,3,NA,30-44,Female,"$75,000-$99,999",New England,Windows Desktop / Laptop,5,NA,2,5,2,2,4,5,5,5,4,1,3,2,4,4,2,3,4,1,1,NA,3,1,4,2,5,87500
10788833043,237187931,06/10/2019 06:01:34 PM,06/10/2019 06:09:49 PM,cd3eed3ba761c6f7410d4afd5f,Yes,1000-5000,Yes,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Work Life,Agree,Considering within next 6 months,Disagree,Neither agree nor disagree,Agree,Sometimes,Lack of body movement while at work,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Agree,Neither agree nor disagree,Agree,Rarely,Rarely,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,0-1 Hour,Disagree,0-1 Hour,5 + Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Disagree,1-3,Male,Bachelor degree,1975,2,NA,30-44,Male,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,3,4,4,2,4,4,4,2,3,4,3,2,2,2,4,3,4,2,2,2,2,1,2,0,2,0,5,37500
10788831222,237187931,06/10/2019 06:00:38 PM,06/10/2019 06:04:20 PM,385a578fdad7b2b429943f413f,Yes,5000 +,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Does not apply,Neither agree nor disagree,Do not know,Agree,Strongly agree,Strongly agree,Sometimes,Sleep,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Agree,Agree,Neither agree nor disagree,Rarely,Sometimes,NA,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Never,1-2 Hours,Neither agree nor disagree,1-2 Hours,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Disagree,0,Female,"High school degree or equivalent (e.g., GED)",1978,1,1,30-44,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,5,5,3,4,4,1,3,4,5,5,3,1,2,2,4,4,3,2,3,3,3,1,2,1,NA,1,5,62500
10788830733,237187931,06/10/2019 05:59:58 PM,06/10/2019 06:02:57 PM,71693ca677e768ed49ae60ab8e,Yes,Don't know,Yes,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Unsure,Neither agree nor disagree,Does not apply,Disagree,Neither agree nor disagree,Strongly agree,Sometimes,Unsure / Do not know,Does not apply,NA,NA,NA,Never,NA,NA,Strongly disagree,Usually,Disagree,Neither agree nor disagree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,3,4,3,2,3,5,3,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10788827486,237187931,06/10/2019 05:58:12 PM,06/10/2019 06:15:04 PM,a1e1b89e1771d2e5a38d32dee8,Yes,100 people or less,Yes,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Work Life,Agree,Actively looking,Disagree,Neither agree nor disagree,Disagree,Sometimes,Unsure / Do not know,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Agree,Usually,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,Backache,NA,Feelings of anxiety,NA,Changes in appetite,Lack of focus,NA,NA,Sometimes,4-5 Hours,Neither agree nor disagree,1-2 Hours,5 + Hours,Agree,Yes - I use it too much,Always,Agree,3-5,Female,Some college but no degree,1980,14,6,30-44,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet,2,4,5,2,4,4,4,2,3,2,3,3,4,4,3,2,3,2,3,3,4,4,4,1,2,4,5,37500
10788824485,237187931,06/10/2019 05:56:16 PM,06/10/2019 06:00:13 PM,8bffce7d81a6cc0f1da10d35c7,Yes,500-1000,Yes,Strongly agree,Strongly agree,Disagree,Agree,Disagree,NA,Does not apply,Agree,Considering 6 months or beyond,Strongly agree,Agree,Strongly agree,Rarely,Overuse of technology,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Strongly agree,Strongly agree,Disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,3-4 Hours,Neither agree nor disagree,0-1 Hour,5 + Hours,Disagree,Yes - I use it too much,Sometimes,Agree,1-3,Female,Graduate degree,1958,3,NA,> 60,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,5,5,2,4,2,NA,4,5,4,5,2,2,2,2,5,5,2,2,3,3,2,3,4,0,2,3,5,62500
10788824129,237187931,06/10/2019 05:56:04 PM,06/10/2019 06:00:07 PM,6b34e78c3d617d5f5c29ea04c3,Yes,500-1000,Yes,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,NA,Agree,Considering 6 months or beyond,Disagree,Neither agree nor disagree,Agree,Sometimes,Overuse of technology,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Agree,Usually,Disagree,Strongly agree,Agree,Neither agree nor disagree,Rarely,Never,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,1-2 Hours,Disagree,0-1 Hour,0-1 Hour,Agree,Yes - I use it too much,Always,Disagree,0,Male,Bachelor degree,1993,1,0,18-29,Male,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop,4,3,3,3,2,2,4,2,3,4,3,2,4,2,5,4,3,2,1,2,4,4,2,0,1,1,0,87500
10788818454,237187931,06/10/2019 05:52:30 PM,06/10/2019 06:01:42 PM,0772e801c7fdcf4e38e48fc62d,Yes,100 people or less,Yes,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,NA,Strongly agree,Actively looking,Strongly agree,Agree,Agree,Sometimes,Stress,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Neither agree nor disagree,Always,Agree,Strongly disagree,Strongly agree,Strongly disagree,Sometimes,Rarely,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,1-2 Hours,Agree,0-1 Hour,1-2 Hours,Strongly agree,Don't know / Not sure,Sometimes,Agree,3-5,Female,Graduate degree,1983,10,1,30-44,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet,3,2,2,5,3,2,5,5,4,4,3,2,3,4,1,5,1,3,2,4,5,3,4,0,2,1,1,62500
10788818337,237187931,06/10/2019 05:52:24 PM,06/10/2019 05:57:17 PM,44dd057cc84a9623a72b567883,Yes,5000 +,Yes,Agree,Agree,Disagree,Agree,Disagree,Disagree,Does not apply,Neither agree nor disagree,Does not apply,Agree,Agree,Agree,Sometimes,Lack of body movement while at work,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Always,Disagree,Agree,Agree,Agree,Sometimes,Rarely,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,2-3 Hours,Agree,0-1 Hour,1-2 Hours,Strongly agree,Yes - I use it too much,Always,Disagree,1-3,Female,Bachelor degree,1992,1,8,18-29,Female,"$50,000-$74,999",Mountain,iOS Phone / Tablet,4,4,2,4,2,2,3,4,4,4,3,2,2,2,4,4,4,3,2,4,5,4,2,0,2,2,1,62500
10788817392,237187931,06/10/2019 05:51:53 PM,06/10/2019 07:36:18 PM,c92057e2f69577cd185daef72a,Yes,100 people or less,Yes,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Work Life,Agree,Considering within next 6 months,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Sometimes,Unsure / Do not know,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Disagree,Always,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,2-3 Hours,Neither agree nor disagree,1-2 Hours,3-4 Hours,NA,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,0,Female,Associate degree,1995,4,9,18-29,Female,Prefer not to answer,New England,iOS Phone / Tablet,3,4,4,3,4,4,4,3,5,3,3,3,2,1,5,4,3,2,3,3,NA,3,4,1,2,2,3,NA
